date,market,city,mom_index,yoy_index,ytd_index,mom_pct,yoy_pct,ytd_pct
2025-02-01,new,武汉,99.7,93.3,93.2,-0.0029999999999999714,-0.06700000000000003,-0.06799999999999998
2025-02-01,new,沈阳,100.2,97.2,96.7,0.0020000000000000282,-0.027999999999999973,-0.032999999999999974
2025-02-01,new,泉州,100.2,92.1,92.1,0.0020000000000000282,-0.07900000000000006,-0.07900000000000006
2025-02-01,new,泸州,99.6,92.7,92.5,-0.0040000000000000565,-0.07299999999999997,-0.075
2025-02-01,new,洛阳,99.9,94.2,94.0,-0.0009999999999999432,-0.05799999999999997,-0.06
2025-02-01,new,济南,100.3,94.3,94.0,0.0029999999999999714,-0.05700000000000003,-0.06
2025-02-01,new,济宁,99.7,95.0,94.9,-0.0029999999999999714,-0.05,-0.05099999999999994
2025-02-01,new,海口,100.0,96.3,96.1,0.0,-0.037000000000000026,-0.039000000000000055
2025-02-01,new,深圳,100.4,95.6,95.2,0.0040000000000000565,-0.04400000000000006,-0.04799999999999997
2025-02-01,new,温州,100.0,90.6,90.3,0.0,-0.09400000000000006,-0.09700000000000003
2025-02-01,new,湛江,99.5,93.9,93.6,-0.005,-0.06099999999999994,-0.06400000000000006
2025-02-01,new,烟台,99.4,93.9,94.0,-0.005999999999999943,-0.06099999999999994,-0.06
2025-02-01,new,福州,99.9,92.9,92.6,-0.0009999999999999432,-0.07099999999999994,-0.07400000000000005
2025-02-01,new,蚌埠,99.7,93.9,93.7,-0.0029999999999999714,-0.06099999999999994,-0.06299999999999997
2025-02-01,new,襄阳,99.9,94.0,93.7,-0.0009999999999999432,-0.06,-0.06299999999999997
2025-02-01,new,西宁,99.9,94.6,94.6,-0.0009999999999999432,-0.054000000000000055,-0.054000000000000055
2025-02-01,new,西安,99.5,98.3,98.6,-0.005,-0.01700000000000003,-0.014000000000000058
2025-02-01,new,贵阳,100.0,95.4,95.3,0.0,-0.045999999999999944,-0.04700000000000003
2025-02-01,new,赣州,100.0,94.9,94.8,0.0,-0.05099999999999994,-0.052000000000000025
2025-02-01,new,遵义,99.6,96.6,96.6,-0.0040000000000000565,-0.03400000000000006,-0.03400000000000006
2025-02-01,new,郑州,99.6,94.6,94.6,-0.0040000000000000565,-0.054000000000000055,-0.054000000000000055
2025-02-01,new,重庆,99.8,94.6,94.7,-0.0020000000000000282,-0.054000000000000055,-0.05299999999999997
2025-02-01,new,金华,99.9,90.4,90.0,-0.0009999999999999432,-0.09599999999999995,-0.1
2025-02-01,new,银川,99.4,95.6,95.6,-0.005999999999999943,-0.04400000000000006,-0.04400000000000006
2025-02-01,new,锦州,99.7,95.2,95.3,-0.0029999999999999714,-0.04799999999999997,-0.04700000000000003
2025-02-01,new,长春,99.5,95.8,95.8,-0.005,-0.04200000000000003,-0.04200000000000003
2025-02-01,new,长沙,99.8,93.5,93.5,-0.0020000000000000282,-0.065,-0.065
2025-02-01,new,青岛,100.0,95.2,95.0,0.0,-0.04799999999999997,-0.05
2025-02-01,new,韶关,99.4,94.2,94.2,-0.005999999999999943,-0.05799999999999997,-0.05799999999999997
2025-03-01,existing,三亚,99.7,93.2,93.0,-0.0029999999999999714,-0.06799999999999998,-0.07
2025-03-01,existing,上海,100.4,98.6,98.1,0.0040000000000000565,-0.014000000000000058,-0.01900000000000006
2025-03-01,existing,丹东,99.6,90.1,89.7,-0.0040000000000000565,-0.09900000000000006,-0.10299999999999997
2025-03-01,existing,乌鲁木齐,99.8,94.5,94.3,-0.0020000000000000282,-0.055,-0.05700000000000003
2025-03-01,existing,九江,99.8,91.2,91.0,-0.0020000000000000282,-0.08799999999999997,-0.09
2025-03-01,existing,兰州,99.8,91.6,91.1,-0.0020000000000000282,-0.08400000000000006,-0.08900000000000005
2025-03-01,existing,包头,99.2,89.3,89.2,-0.007999999999999972,-0.10700000000000003,-0.10799999999999997
2025-03-01,existing,北京,100.5,97.9,97.1,0.005,-0.020999999999999942,-0.029000000000000057
2025-03-01,existing,北海,99.8,94.7,94.7,-0.0020000000000000282,-0.05299999999999997,-0.05299999999999997
2025-03-01,existing,南京,99.6,95.1,94.8,-0.0040000000000000565,-0.04900000000000006,-0.052000000000000025
2025-03-01,existing,南充,100.0,93.4,93.3,0.0,-0.06599999999999995,-0.06700000000000003
2025-03-01,existing,南宁,99.5,91.1,91.0,-0.005,-0.08900000000000005,-0.09
2025-03-01,existing,南昌,100.3,89.8,89.5,0.0029999999999999714,-0.10200000000000004,-0.105
2025-03-01,existing,厦门,99.7,90.3,89.9,-0.0029999999999999714,-0.09700000000000003,-0.10099999999999994
2025-03-01,existing,合肥,99.8,91.8,91.7,-0.0020000000000000282,-0.08200000000000003,-0.08299999999999998
2025-03-01,existing,吉林,99.5,94.4,94.2,-0.005,-0.055999999999999946,-0.05799999999999997
2025-03-01,existing,呼和浩特,99.7,89.0,88.8,-0.0029999999999999714,-0.11,-0.11200000000000003
2025-03-01,existing,唐山,99.4,88.7,88.6,-0.005999999999999943,-0.11299999999999998,-0.11400000000000006
